,_id,workerId,textId,prediction,label,stance,leaning,text
895,7CfmTEdmhbR7ygtij,worker234,1522,Non-Biased,Biased,Democrats,0,"In his defense, Trump and his supporters have claimed that not all the protesters were peaceful, and that there were criminals among them. "
896,7CjGoXZLnc5hp49zz,worker8,1176,Biased,Biased,Democrats,0,"The president and his Republican brethren made all kinds of predictions about what would happen if their tax plan passed, and each of those predictions – from job creation to growth rates to the fiscal impact – turned out to be wrong."
897,7Cs9utEmz529o7vcx,worker332,1051,Non-Biased,Biased,Republican,1,Notorious crimes committed by illegal aliens — such as the killing of Kate Steinle in 2015 — became national symbols of the lack of immigration enforcement and a general decline in the rule of law.
898,7CtYruPnSitpCwcMw,worker210,576,Biased,Non-biased,Democrats,1,"The new “wealth tax” is not out of character for Warren, who has long railed against income inequality and the uber-rich, but would mark a move to the left by the party as a whole if it were adopted."
899,7DA3SGEKPmYsDBoA4,worker15,1486,Non-Biased,Non-biased,Democrats,0,"Trump, who ran on a promise to build a southern border wall, used the outbreak as another opportunity to attack Democrats' position on immigration and border security."
900,7DAqbDRmG2SHyBZET,worker178,1246,Biased,Non-biased,Republican,0,"House Speaker Nancy Pelosi is reportedly set to propose rolling back a cap on tax deductions, which would benefit high-earning Americans, as part of the next step of an economic stimulus package that has already poured trillions into the U.S. economy—much of it going to the richest individuals and corporations in the country."
901,7DCaRAwMkNgixqWno,worker32,1939,Biased,Non-biased,Democrats,1,"The retail holiday, Black Friday, saw protests in a long list of countries -- including France, Germany, the United States -- with some activists entering stores and others holding mock funerals."
902,7DYHCqFXwYypxbqTY,worker260,587,Non-Biased,Biased,Democrats,0,"Trump has also in his years in the White House frequently praised the use of violence. He told police officers in 2017 that they shouldn’t worry about hitting suspects’ heads as they place them in patrol cars. And on a conference call with governors on Monday, he berated them for not “dominating” the streets of their cities."
903,7Dq6uYEJDKEScqqkf,worker123,1359,Biased,Biased,Democrats,0,How Bill Barr's Justice Department weaponized the 'rule of law' to attack Trump's political opponents
904,7E2cYD7bdSgj6qiG2,worker58,1612,Biased,Non-biased,Republican,0,Anti-vaccine groups take dangerous online harassment into the real world
905,7EwbbTCuJvtzu5X9x,worker127,506,Biased,Biased,Republican,1,"The Turkmen government also published photos of contact sporting events such as wrestling and martial arts, which most of the world has canceled to prevent the spread of the deadly pathogen originating in central Wuhan, China."
907,7G2xRktcNJ4K5r6sh,worker273,523,Biased,Non-biased,Republican,1,"As the debt crisis unfolds, the idea of allowing social science to drive public policy, even if it were somehow affordable, will prove increasingly objectionable."
908,7GbKcWCeWNxHFQT37,worker120,1280,Biased,Biased,Independent,1,"The night before the rant, the Jesus Is King rapper continued his crusade against abortion, gun control, and pornography."
909,7GeLWcRFKAR5iogcf,worker30,1348,Non-Biased,Biased,Republican,1,"A plan known as the Fairness for High-Skilled Immigrants Act is a boon to Silicon Valley billionaires, big business elites, and outsourcing firms, as they would be able to readily import more lower-paid Indian and Chinese foreign workers to take American jobs that would have otherwise gone to American citizens."
910,7HmFMjsX9xqcBYwRZ,worker239,1438,Biased,Biased,Democrats,1,"You may remember that NBC journalist Nancy Snyderman broke her Ebola quarantine, to the outrage of her neighbors. "
911,7HrW2D4HqMmeFxJdA,worker307,1883,Non-Biased,Non-biased,Republican,1,"The Jerusalem Post reports: Nearly 50% of Palestinians living in Gaza believe the best means of ending the occupation is through armed conflict, according to a report released Monday by the Palestinian Center for Policy and Survey Research (PSR)."
912,7JSEchsZisF998NWD,worker380,562,Non-Biased,Biased,Independent,1,Yet it's merely the tip of the iceberg of war criminals lurking -- and working -- on U.S. turf.
913,7JyjYKTMTZupuwxBa,worker343,1677,Biased,Biased,Democrats,0,"That was because stingy lawmakers, mostly Republicans but some Democrats, refused to enact the full stimulus package former President Barack Obama's economic advisers sought using the same economic principles as I."
914,7KWsuEFZD8jDytzSs,worker78,460,Biased,Biased,Republican,0,"Conservative commentator Ben Shapiro wants you to know that he’s so pro-life, he wouldn’t even consider aborting baby Hitler."
915,7KnoH4MejizGJP92T,worker162,525,Biased,Non-biased,Democrats,1,"Yet the drumbeat for censorship goes on as the politicians whose ideas find favor with the mainstream media want to make sure theirs are the only ideas you ever get to hear. Today it will be about money, but only because money is the means to spread ideas."
916,7LKLjMiMe7qRgYhL7,worker14,761,Non-Biased,Non-biased,Democrats,0,"For those who think this country needs baseball now to raise its depressed spirits, you might consider a cautionary historical precedent, the Summer of Swat of 1998."
917,7MZ6w5mq83vqNwRXp,worker160,403,Non-Biased,Biased,Republican,1,"The hot new idea to tax America’s rich is a wealth tax, which – although designed to target the wealthiest taxpayers – could end up eventually hurting middle-class families."
918,7Mzuw9yx3jxXAaJyn,worker350,1169,Biased,Non-biased,Independent,1,Sen. Josh Hawley (R-MO) introduced two bills on Tuesday to target the “monopolies” higher education institutions have created to make earning degrees involve accumulating massive student debt.
920,7NbhtqxDK7QowRjRm,worker197,1526,Biased,Non-biased,Democrats,0,"Bernie Sanders, meanwhile, sees early voting as a way to boost turnout among core constituencies like young, minority and working-class voters. Early voting opens new opportunities for people with strict work schedules or other barriers to voting to find time to cast ballots beyond the typical Election Day, spokeswoman Sarah Ford said."
921,7P9LY47KsnF5akwfB,worker185,928,Non-Biased,Non-biased,Democrats,0,A bill proposed by a group of Republican lawmakers on Wednesday that would have amended the Iowa Civil Rights Act by removing protections against discrimination for transgender people is dead
922,7PBeAyXyhGsyxRSaa,worker136,691,Non-Biased,Biased,Democrats,0,"These plans were never hidden. Indeed, they were clumsily obvious. Since the 1970s, predatory gangster capitalism has been accepted as either ""normal"" or ""inevitable"" in the United States (as well as the United Kingdom and elsewhere). "
923,7Pny2G7Lq8KfAhi7L,worker117,484,Biased,Non-biased,Republican,1,"Police returned fire and wounded the suspect, and he was hospitalized thereafter."
924,7Pr6XDfmpnDqQd7vT,worker342,1782,Biased,Biased,Democrats,0,"In court and in public, the administration defended the extreme and disruptive measure being based on national security considerations, though it was clearly an instantiation of Trump’s bigoted campaign promise to end all Muslim immigration to the United States."
925,7PuoYGDP4zhFTxeGe,worker127,431,Non-Biased,Non-biased,Republican,1,"More recently, a case this year was won against the Syrian regime of Bashar al-Assad, regarding the president’s direct involvement in the targeted killing of American journalist Marie Colvin amid the vicious civil war and dissident crackdown in 2012."
926,7Q3EACfyJvfitYCNe,worker222,1294,Non-Biased,Non-biased,Democrats,0,The ACLU is demanding the appointment of a special prosecutor to investigate a violent police assault last month on peaceful Black Lives Matter demonstrators near the White House—a crackdown reportedly ordered by Attorney General William Barr.
927,7Q4Lxg6s6mAyTTQnZ,worker331,352,Non-Biased,Non-biased,Republican,1,"According to the Guardian, a survey of 15 British female Olympians found that most feel that allowing transgenders to compete alongside natural-born female athletes is likely unfair to the women and they want more research before new rules are made."
928,7QW6hwWAFMejqnt9A,worker71,577,Biased,Non-biased,Republican,0,"While the major baseball leagues won’t be affected much by tariffs on Chinese imports, everyone from Double A players down through the office softball team will be."
929,7QfJ8b7ooTLBLfYKu,worker355,1621,Biased,Biased,Republican,0,Trump has shown at best a hazy grasp of his actual powers during his presidency and instead has made broad statements about his authority under the Constitution.
930,7QhWNDHg4HeAvs3aL,worker133,583,Biased,Biased,Democrats,1,"To the surprise of literally no one whatsoever, Britain’s Chancellor Rishi Sunak has turned on the firehoses, maxed out on credit, and unleashed on the UK economy a public spending budget so profligate it would make a drunken sailor on shore leave blush."
932,7R6gLBcYD4qp6cAaZ,worker364,1130,Biased,Biased,Independent,1,"Alex Berenson, a former reporter at the New York Times who has written extensively debunking fearmongering claims related to the lockdowns wrote on Twitter Thursday that the tech giant to benefit the most from pandemic stay-home orders is refused to sell his latest book."
933,7RLXbM4Diud433bYq,worker15,1755,Biased,Biased,Democrats,1,"While these many similarities between Green New Deal and the constitution ushered in by Venezuelan leftist dictator Hugo Chavez in 1999 may be just happenstance, the important thing to remember is that Venezuela under its new constitution has become a disaster zone."
934,7Rhx8meRwnC5cRyRD,worker166,36,Biased,Non-biased,Democrats,1,"Across the United States, legislators are attempting to pass laws forcing parents to vaccinate their children and/or removing existing exemptions from current vaccine laws."
935,7SHDmaBnvwzKyyFas,worker191,1719,Biased,Non-biased,Democrats,0,"The White House did not respond to requests for comment. The White House has defended Miller in previous statements to media, raising Miller’s Jewish background in that defense."
936,7SgS2vESzqh4X4zhm,worker68,1444,Biased,Non-biased,Democrats,1,"The White House Council of Economic Advisers (CEA) estimated that 13 million Americans will have increased access to health care due to President Donald Trump’s executive action, according to a report released recently."
937,7SpLHv4hc7Whz43sT,worker228,1583,Biased,Biased,Republican,0,"In their blatant, arrogant insouciance, Barr’s actions have a much deeper and alarming significance than the simple emergence of Barr as  a corrupt Trump toady at the head of DOJ."
938,7TDmTz3tsSEguWHnz,worker97,1654,Non-Biased,Biased,Democrats,0,"They gobble down internet conspiracy theories like QAnon, which creates engagement with right-wing politics for those who aren't religious conservatives or business elites. "
939,7Ta63cq3A3fvFtBux,worker269,199,Non-Biased,Biased,Democrats,0,"At a Republican dinner in Lewiston, Maine, on Saturday night, Sen. Susan Collins gave a rousing welcome to former Gov. Paul LePage, whined about dark money being spent against her, and lied about the damage done by the 2017 tax scam bill, for which she provided the deciding vote. "
940,7TgajoPL2SsADZLW2,worker36,495,Biased,Biased,Democrats,0,Democratic U.S. Rep. David Cicilline of Rhode Island eloquently blasted Republican Rep. Matt Gaetz of Florida during Wednesday’s House hearing on gun control.
941,7ThBT5xCfeGvavqCi,worker117,14,Biased,Non-biased,Republican,0,"Kate Brown, an out bisexual, made history in November 2016 when she became the first openly LGBTQ person to ever be elected governor of a U.S. state. "
942,7TuadJ6MCqqrtZRCg,worker263,867,Non-Biased,Non-biased,Democrats,1,"He then went on to endorse proposals by Omar, Sen. Bernie Sanders (I-VT), and other far-left legislators looking to make college tuition-free."
943,7WC79Fijh9792quKP,worker310,867,Biased,Non-biased,Democrats,1,"He then went on to endorse proposals by Omar, Sen. Bernie Sanders (I-VT), and other far-left legislators looking to make college tuition-free."
944,7WpW7Tra7omaHyXvg,worker36,948,Biased,Non-biased,Democrats,1,"Rep. Eric Swalwell (D-CA) interrupted debate moderators to discuss the struggles of student loan debt during the second night of the Democrat presidential debates held in Miami, Florida, Thursday night."
945,7XDAZDFvG7bcdPzkF,worker318,167,Non-Biased,Biased,Democrats,0,"As shocking as it is, even the terrorists of ISIS have been shown for respect for science when it comes to COVID-19 than the Christian Right, American white nationalists and coronavirus truthers. And the more the Christian Right rails against Fauci and social distancing, the more painfully obvious it becomes that they are a white nationalist death cult."
947,7YFM3j2jrSuxkkcMd,worker55,1559,Non-Biased,Biased,Republican,1,This argument that the real way to end abortion is to make abortion unnecessary by establishing a generous cradle-to-grave welfare state is also an extension of the dishonest taunt that conservative Christians only care about babies before they’re born.
948,7YJvDJrJjCHhy3bcG,worker0,618,Biased,Biased,Democrats,0,"Trump was caught on tape during the visit apparently telling his wife to “smile” (she briefly complied, but then spent the rest of the visit looking like a hostage) and then generating images that are terrifying, but not for the reasons the president may have hoped."
949,7YQHunmovCd5YBP2B,worker294,1831,Non-Biased,Non-biased,Republican,1,No amount of denial from pro-choicers can change the fact that many post-abortive mothers carry the grief of a severed parent-child bond with them.
950,7Yt4F4MzsWNug728c,worker180,854,Non-Biased,Biased,Democrats,0,"Sen. Ernst’s flippancy shows how little she and other Republicans think of the grannies and grandpas, dads and moms, and working men and women who have broken their backs to pay taxes and provide for their families."
951,7ZWKRQQM8d9Gn4R88,worker1,1555,Biased,Biased,Democrats,1,"As Breitbart News most recently reported, blue-collar Americans in landscaping, conservation work, the meatpacking industry, construction industry, and fishing jobs have had their wages dragged down by foreign workers imported through the H-2B visa program."
952,7ZthnLSpGJHPNnKJa,worker71,137,Biased,Biased,Republican,1,The moment was yet another headache for Biden as he struggles to appeal to gun owners. 
953,7aNvusoDhZyBpjm5q,worker36,1022,Biased,Non-biased,Democrats,1,Hundreds of cops packed a California church Saturday in final salute to police officer Ronil Singh who was killed the day after Christmas when he stopped an illegal immigrant suspected of driving drunk.
954,7ayo4axQm2szPGH8a,worker236,24,Biased,Biased,Independent,0,A Trump-loving white security guard with a racist past shot and killed an unarmed Black man during an unprovoked hotel parking lot attack.
955,7b4S5zJjPmMHEb5E6,worker270,1104,Biased,Biased,Democrats,1,"Tens of millions of children under 12 months are potentially at risk for diseases such as diphtheria and polio as the Chinese coronavirus pandemic interrupts routine vaccinations, according to data published by global public health experts on Friday."
956,7bFd5PaY5eoTAgR8A,worker199,1724,Non-Biased,Non-biased,Democrats,1,The new year brought continued tensions along the U.S.-Mexico border as U.S. authorities fired tear gas at migrants from the Central American caravan that has gathered there.
957,7bMXp3wKHtdjbzYqY,worker112,1883,Non-Biased,Non-biased,Democrats,1,"The Jerusalem Post reports: Nearly 50% of Palestinians living in Gaza believe the best means of ending the occupation is through armed conflict, according to a report released Monday by the Palestinian Center for Policy and Survey Research (PSR)."
958,7bbEmkeoHtRtHgBH9,worker307,123,Biased,Non-biased,Republican,0,President Donald Trump is getting called out on social media after posing in front of a church with a Bible ― a photo-op possible only after police fired tear gas and rubber bullets at peaceful protesters to clear the area. 
959,7bhSCz8KqqnsCAfiz,worker319,495,Biased,Biased,Republican,0,Democratic U.S. Rep. David Cicilline of Rhode Island eloquently blasted Republican Rep. Matt Gaetz of Florida during Wednesday’s House hearing on gun control.
960,7bt4HzXGkJCMW8ip5,worker224,1301,Non-Biased,Biased,Democrats,0,In every case legislators are being swarmed by right-wing activists who don’t hesitate to use deceit and hysteria to stop Equal Rights Amendment (ERA) ratification from happening.
963,7cLmiQ5saShQSKsxv,worker374,628,Biased,Non-biased,Democrats,0,"Some 81% of Americans say they favor requiring background checks for gun buyers as part of an effort to stop mass shootings. Just 8% are opposed. A 59% majority say they favor banning “assault weapons,” with only about 23% opposed."
964,7coXNcrbi6W3S74ft,worker165,758,Non-Biased,Non-biased,Democrats,1,Democrats blocked a coronavirus package on Sunday that would provide economic relief to businesses and Americans suffering from the impact of the coronavirus outbreak
965,7cpT9uqSS8gMd2jh6,worker228,1642,Biased,Biased,Republican,0,"Trump audaciously claims that any crimes he may have committed crimes before assuming office cannot even be investigated, not even if he committed murder, in effect trying to extend the protections of bankruptcy law with which he is so familiar to criminal law. No statute, court decision or our Constitution supports this claim of being above the law."
966,7d8dpaAnpgwtQSaDq,worker243,1856,Biased,Biased,Democrats,0,"As it has played out on the ground, these gatherings have become bellicose, and frequently armed, mobs protesting police officers at their homes, breaking into health-board meetings that were being held online, and breaking down the doors inside the Statehouse and attending committee meetings unmasked in order to intimidate state legislators."
968,7e78ev6Hhgr4zoL97,worker194,1085,Biased,Non-biased,Democrats,0,"Barrett, who is reportedly a member of an obscure group whose members swear a lifelong oath of loyalty and are assigned a ""head"" and ""handmaid"" that oversee many personal decisions, has said that a ""legal career is but a means to an end . . . and that end is building the Kingdom of God."""
969,7eBgv7zM9tT2SfYd6,worker335,773,Non-Biased,Non-biased,Republican,1,Joe Biden appeared to suffer trouble with his teleprompter on Friday and said George Floyd was to blame for his delayed jobs plan.
971,7eoE2ReaaeG8NZXqf,worker135,318,Biased,Non-biased,Democrats,0,As Donald Trump fights to keep his tax and business records from Manhattan prosecutors it’s time to alert Americans that tax returns used to be public. 
972,7epeHZaTF5XhWeaXw,worker13,1904,Biased,Non-biased,Democrats,1,"Larry Kudlow, one of President Donald Trump’s main economic advisers, told the Republican National Convention (RNC) on Tuesday night that Joe Biden’s plan to raise taxes as the economy emerged from the coronavirus pandemic was “crazy.”"
973,7fA6zLXyCnoDrmzso,worker202,1917,Biased,Biased,Democrats,0,Her proposal brings into sharp focus conservatives’ crusade to legislate control of women’s bodies through restrictive abortion bills and other measures that undermine reproductive rights.
975,7fZAj8Jp9TQ6ZMu8F,worker146,1442,Non-Biased,Non-biased,Democrats,1,"Remittances from the three Central Americans countries are being spiked by the growing inflow of asylum-seeking migrants into blue-collar jobs throughout the U.S. economy, via the border’s catch-and-release laws."
977,7g7RYyydM88mQCrTw,worker22,1125,Biased,Biased,Democrats,1,Bezos is merely the scam’s latest and most outrageously profligate useful idiot.
979,7ge6yWhhYmTentpMR,worker304,410,Non-Biased,Non-biased,Democrats,0,"John Oliver admits he's scared of ""literally everything,"" but perhaps nothing more than parents-turned-activists seemingly hellbent on unleasing a new plague."
981,7ivQ2G2TwL9dmeQTj,worker29,1969,Biased,Non-biased,Democrats,1,The United Nations Humanitarian Affairs office warned on Monday that nearly a million Syrian civilians from northwest Idlib province had been displaced in a Russia-backed offensive there by dictator Bashar al-Assad that began in December.
982,7j8GxtE3eSGjSxzSE,worker8,1443,Biased,Biased,Democrats,0,"Since the start of the coronavirus outbreak, Trump has hampered efforts to slow the virus’s spread and encouraged Americans’ restlessness under quarantine."
984,7jN4oDQjmMKWZJPsR,worker140,81,Biased,Biased,Independent,0,"The safe, heavily researched HPV vaccine remains tragically under-used — and anti-vaccine movies and conferences could make it more so if we’re not careful."
985,7k3GE5FPGfGD8ihJP,worker19,1411,Biased,Non-biased,Republican,0,Facebook bans white nationalism from platform after pressure from civil rights groups.
987,7k8jQR8duuKscLx9j,worker8,433,Biased,Biased,Democrats,1,"Black Lives Matter activists in Chicago held a rally Monday evening to stand in solidarity with the dozens of individuals who were arrested after a night of mass looting and criminal activity, with one organizer brazenly defending looting as a form of reparations."
988,7kBtEYBGfMQGQdRdq,worker287,335,Biased,Biased,Democrats,1,"An analysis by Fox News shows at least eight potential Democratic candidates have voiced support for or touted aspects of the proposal, which amounts to a drastic overhaul of the U.S. economy and government benefit system."
989,7kkuPsbmcNBDBFMn4,worker99,843,Biased,Biased,Independent,1,House Republicans are gearing up for a sustained push to expose leftist Democrats in the House Democrat majority on their increasingly extreme views on abortion.
990,7kspcNtk8ef8fRt9M,worker254,1776,Non-Biased,Biased,Democrats,0,"Proponents of better compensation and labor rights for college athletes have hammered the NCAA on numerous fronts over the last decade, with federal lawsuits, attempts to unionize, legislation in statehouses and Congress, and new leagues that aim to compete for top-tier athletes by paying them more than the NCAA allows."
991,7kxB8Ri8SRLua3LEt,worker197,1242,Biased,Biased,Democrats,1,"After Donald Trump won the presidency in 2016 and the left-wing terrorists in Antifa took to the streets, everything changed again."
992,7mKvfBho42ea23jjX,worker197,1355,Biased,Biased,Democrats,0,"In an apparent attempt to divert attention from a lacklustre White House effort to counter the COVID-19 pandemic and a tone-deaf approach to racial injustice, President Donald Trump has entered into another of his many quagmires where he seems to have spoken first and contemplated later."
993,7mkuMCNBGD6Gnviwz,worker2,765,Biased,Non-biased,Democrats,1,Hawaii eyes even stricter gun laws in wake of shooting that killed 2 police officers
995,7nmuRPyQtC3XEyyTs,worker254,1931,Biased,Biased,Democrats,1,"Trump, a businessman with an almost uncanny ability to get the better terms of a deal, must marvel at the licentiousness all around him in “the swamp.”"
996,7nvFoqgAEmxTevoRJ,worker66,1619,Non-Biased,Biased,Democrats,0,"And yes, there’s something in the Fox News DNA over the years that has meant that women political opponents spark a deeper sense of outrage and hate."
997,7oQeLezgFX9YcDkaK,worker127,1909,Biased,Non-biased,Republican,0,"A Black man, Floyd died in police custody May 25 after a Minneapolis cop kneeled on his neck for more than eight minutes."
999,7pBNqS9oTd7iAn5Y4,worker170,755,Biased,Non-biased,Democrats,1,"Well, lo and behold, the shooting that always comes after unchecked looting, the painfully obvious result of what happens when Democrat politicians allow their cities to be burned with impunity, of what happens when the establishment media openly cheerlead and encourage their Antifa Brownshirts, has now happened."
1000,7pX5cqRBGHFrRANMz,worker342,954,Non-Biased,Biased,Democrats,0,Australian Rugby Player Israel Folau and his anti-gay sentiments appear to have gone too far this time.
1001,7pmGLaqJBfBjZDnfs,worker237,511,Biased,Non-biased,Republican,0,"Kenny Overstreet scrounges every penny—and even sells the eggs his chickens lay—to make ends meet after Packaging Corporation of America (PCA) furloughed him and hundreds of other workers at its Jackson, Alabama, site."
1002,7pznda5zfMBNCLCeZ,worker35,1078,Biased,Non-biased,Democrats,1,"Republicans should stop fighting amnesty, President Obama said on Thursday, because one day a Hispanic will become president."
1005,7qsfhwaudaT6pvboW,worker243,1387,Biased,Non-biased,Democrats,1,"Protests also took place in the German capital of Berlin, with Reuters reporting “several hundred” demonstrators with placards bearing slogans such as “Justice for George Floyd”, “Stop killing us”, and “Who’s neckst” [sic] rallying outside the U.S. embassy."
1006,7qxEJRATM2qMPzqR6,worker381,1066,Biased,Biased,Democrats,0,"Imagine a world where over one-half of the members in the Republican House of Representatives, including the top Republican in that caucus, sign on to a clumsy, thoroughly bogus attempt to overturn a national election based on contrived lies that add up to nothing except the fact that their man lost. "
1009,7rqveJCA867KuGMjc,worker328,1209,Non-Biased,Biased,Democrats,0,"Donald Trump, by design, is a chaos monster who shovels crap out faster than people can process it. "
1010,7ruGZgzCAcSuEphED,worker69,1651,Non-Biased,Biased,Democrats,1,"We just survived eight years of a messianic presidency, with a finger-wagging, patriotism-appropriating administration lecturing us on how to be proper Americans."
1011,7rwdKdjQjcawx94Rv,worker68,359,Biased,Biased,Democrats,0,"Donald Trump, who was pro-choice in the not-too-distant past and never fit the mold of a far-right culture-war crusader, has taken a keen interest in abortion rights lately."
1012,7sNSq2TTFeArF6QfM,worker207,1022,Biased,Non-biased,Republican,1,Hundreds of cops packed a California church Saturday in final salute to police officer Ronil Singh who was killed the day after Christmas when he stopped an illegal immigrant suspected of driving drunk.
1014,7sWfvtcBSkMipN23N,worker209,45,Non-Biased,Non-biased,Democrats,1,CPA Chairman Dan DiMicco said the award is further validation from mainstream economists that permanent tariffs on Chinese imports are key to driving U.S. job growth.
1015,7tGmiMxrwp3Q27K42,worker302,1260,Biased,Biased,Democrats,1,"King’s defense understandably rang hollow, as he has a long history of making comments ranging from insensitive to downright unacceptable."
1016,7tgDmYH4iLfGMBJJk,worker181,1536,Non-Biased,Biased,Republican,1,"He has been critical of illegal aliens, but not immigrants in general. Weaver nonetheless implies Trump is somehow responsible."
1017,7tgTsC2pmTXdfSD7a,worker6,435,Biased,Biased,Democrats,1,"It was not stingy family leave policies that had this baby killed, it was the child’s mother, encouraged and enabled by a culture and legal regime that regard babies as a capstone consumer commodity to be ordered up when convenient, and violently disposed of when inconvenient."
1018,7tswTNHyQhheJEvA2,worker300,1082,Biased,Non-biased,Democrats,0,"The president insisted his Department of Health and Human Services was running the health care exchange well, and better than the Obama administration had, but claimed the coverage was still bad."
1019,7uNLPSAb2rcB4T7mN,worker247,558,Biased,Non-biased,Democrats,0,"Ohio's Down syndrome abortion ban and similar proposals around the country have triggered emotional debate over women’s rights, parental love, and the trust between doctor and patient."
1020,7vWvyCFjj3ocNYv7n,worker103,1012,Biased,Non-biased,Republican,0,"Coincidentally, many Republican lawmakers who voted for the largest tax cut signed into law by Trump personally owned some of the same stocks whose values significantly increased as a result."
1022,7wmowdbdM6ZfcJ5Nr,worker5,1959,Non-Biased,Biased,Republican,1,They daydream about sending tactical squads to pry Bubba’s guns from his cold dead fingers. 
1023,7xZhwLH8uPdWYm2Ge,worker173,1756,Biased,Non-biased,Democrats,1,Sanders says his $1.5 trillion housing for all plan and $1.5 trillion universal child care/pre-K plan will be paid for with “a wealth tax on the top one-tenth of one percent – those who have a net worth of at least $32 million.”
1024,7y36g7gJaKXEisYKW,worker267,1960,Biased,Biased,Democrats,0,"It's perverse that any other governor would follow Abbott's lead, for he presides over a health care disaster."
1025,7y7urdF2PJLFRQKfQ,worker382,77,Biased,Biased,Republican,0,"Hundreds of white nationalists lined the streets of Charlottesville, Va., last Saturday to protest the removal of a Confederate monument. Some waved Confederate and Nazi flags, others brandished shields."
1028,7yrC5k56psEwkM4jx,worker151,1773,Non-Biased,Biased,Republican,1,"Pelosi’s coronavirus plan uses the pandemic to cram provisions of the House Democrats’ H.R. 1 legislation into federal law. That legislation went even further in its efforts to create loopholes for voter fraud, allowing convicted felons to vote in federal elections."
1029,7z7XyrE8LeTvA9DPn,worker197,63,Non-Biased,Biased,Democrats,0,"It’s no exaggeration to say that everything that Trump has done since then has been a pathetic effort to nuh-uh the hecklers and prove that he’s no #BunkerBoy, but a big, tough guy who will totally kick your ass without breaking a sweat. He’ll shove the White House doctor out to tell some more lies about Trump’s health, if that’s what it takes."
1030,7zyMacQpLLx6cnyaM,worker255,1274,Biased,Non-biased,Democrats,1,"Reducing the upper tax rate can often, counterintuitively, increase total government tax revenue — because the rich, instead of engaging in complicated (but legal) tax avoidance schemes, are happy to pay what they consider a fair rate."
1031,82o7qFmE8AsYyY6Yk,worker318,825,Non-Biased,Non-biased,Democrats,0,"Of course, billionaires and corporations that reaped millions of dollars from the GOP tax cuts pumped some of that windfall into Republican campaigns, allowing Sen. Mitch McConnell, R-Ky., to retain control of the Senate."
1032,83SgceQJJTLCw9SHB,worker64,843,Non-Biased,Biased,Republican,1,House Republicans are gearing up for a sustained push to expose leftist Democrats in the House Democrat majority on their increasingly extreme views on abortion.
1033,83TwA79LceedKCQw2,worker164,1279,Biased,Non-biased,Democrats,1,President Donald Trump on Friday announced that he has waived interest payments on all federal student loans to help alleviate financial strain as the United States combats the spread of the coronavirus.
1034,83YGiQ5wesnt8ocZt,worker294,581,Biased,Non-biased,Republican,0,"In Heller, the Supreme Court struck down a ban on handgun possession in the nation’s capital, ruling for the first time that the Second Amendment protects an individual right to gun ownership."
1035,848g8w9Ehe5eCHisc,worker272,610,Biased,Non-biased,Democrats,1,"So Acevedo’s war on gun shows would do little to prevent criminals from getting guns, but it might keep a grandpa from buying a shotgun he was going to use to duck hunt with his grandson."
1036,84HKmP2ru8jx3tjwu,worker38,567,Biased,Non-biased,Republican,0,White nationalist arrested for alleged threat against Ohio Jewish community center.
1037,84nD44eZ4XAsfQEHb,worker190,1548,Non-Biased,Biased,Republican,1,"Why did Democrats vote overwhelmingly against a bill that would require infants born alive after abortion to be treated as any other infant born at that gestational age? Because abortion is the right to destroy one’s own child, and if a woman chose to kill her baby, to the left it would seem a violation of her so-called right to choose for doctors to try to save that baby."
1039,85F6edGsHbJwqnzRy,worker321,1656,Biased,Biased,Democrats,0,"The U.S.-Saudi war in Yemen, the bloody war that Trump continued, over the bipartisan congressional objections, has generated the world’s worst humanitarian crisis, and it is farther than ever from success."
1040,85p8bfdGYr8YpwDHg,worker369,1480,Non-Biased,Biased,Republican,1,Young women taking part in high school and college athletics across the country have had their dreams of winning dashed by the movement to allow biological male who “identify” as female to compete against them.
1041,86FcZBPpb8nCJE4rP,worker243,1588,Biased,Biased,Democrats,1,"Democrats recently provided more funding for the state’s roads — through an unpopular, regressive gas tax hike rather than spending cuts on less urgent priorities."
1042,86G3TKhRoXbqNXvvC,worker357,784,Biased,Biased,Democrats,0,"Trump may not be much of a stable genius, but he doesn't need to be the brightest bulb on the KKK Christmas tree to be a racist troll."
1043,86TzGD98unQGMjKNw,worker140,1966,Biased,Biased,Independent,1,"Republicans will claim that they prioritize pro-life policies, and democrats will keep abortion sacrosanct."
1044,86Z6AqB7opEMd6iRr,worker178,416,Biased,Biased,Republican,0,"For Fox, Clinton, Omar, and Ocasio-Cortez represent perfect targets in terms of riling up its intolerant base: Clinton is a woman of a certain age, while Ocasio-Cortez and Omar are women of a certain heritage."
1045,86gNbi9qGpLHMeugD,worker355,889,Biased,Biased,Republican,0,But even those who take steps to better their financial situation often end up stunting their opportunities in the long run thanks to the high cost of financial services. College offers a prime example.
1046,87nioxZ94WABFb9sg,worker66,423,Non-Biased,Non-biased,Democrats,0,"In another clip, the group can be seen scrambling for their cars after sirens go off, a newly added security feature."
1047,88E8dT4YocYcwbhTC,worker64,44,Biased,Non-biased,Republican,0,The difficulties caused to workers by record unemployment during the pandemic are a product of capitalism. 
1048,898NEcKakTMN4fvHN,worker229,1631,Non-Biased,Non-biased,Republican,1,President Donald Trump announced Wednesday that he was expanding Operation Legend to send additional federal law enforcement resources to Chicago to help quell a spike in violent crime in that city.
